,Adenine content(1),Adenine content(2),Adenine content(3),Cytosine content(1),Cytosine content(2),Cytosine content(3),Enthalpy (RNA)1,Enthalpy (RNA)2,Enthalpy (RNA)3,Enthalpy (RNA)_1,Enthalpy (RNA)_2,Enthalpy (RNA)_3,Entropy (RNA)1,Entropy (RNA)2,Entropy (RNA)3,Entropy (RNA)_1,Entropy (RNA)_2,Entropy (RNA)_3,Free energy (RNA)1,Free energy (RNA)2,Free energy (RNA)3,Free energy (RNA)_1,Free energy (RNA)_2,Free energy (RNA)_3,GC content1,GC content2,GC content3,Guanine content1,Guanine content2,Guanine content3,Hydrophilicity (RNA)1,Hydrophilicity (RNA)2,Hydrophilicity (RNA)3,Hydrophilicity (RNA)_1,Hydrophilicity (RNA)_2,Hydrophilicity (RNA)_3,Keto (GT) content1,Keto (GT) content2,Keto (GT) content3,Purine (AG) content1,Purine (AG) content2,Purine (AG) content3,Rise (RNA)1,Rise (RNA)2,Rise (RNA)3,Roll (RNA)1,Roll (RNA)2,Roll (RNA)3,Shift (RNA)1,Shift (RNA)2,Shift (RNA)3,Slide (RNA)1,Slide (RNA)2,Slide (RNA)3,Stacking energy (RNA)1,Stacking energy (RNA)2,Stacking energy (RNA)3,Thymine content1,Thymine content2,Thymine content3,Tilt (RNA)1,Tilt (RNA)2,Tilt (RNA)3,Twist (RNA)1,Twist (RNA)2,Twist (RNA)3
gma-miR9753,0.178,12.428,0.002,0.066,0.006,0.26,0.273,-0.006,-0.078,-0.277,0.169,0.293,2.931,0.002,0.43,0.408,12.377,0.006,0.347,0.014,0.306,3.019,-0.026,-3.834,-0.004,-0.056,-0.005,-0.152,-0.048,-0.366,-0.092,0.82,-0.775,-0.074,-0.322,0.024,0.069,0.028,-1.609,-0.006,0.024,0.005,-0.017,-0.115,-0.073,-19.503,-0.001,-0.009,-0.008,-0.4,0.1,0.409,0.047,0.177,-0.894,-0.277,-3.355,0.023,-0.227,-0.216,-8.914,-0.009,-0.196,-0.003,-0.168,-1.921
bra-miR9567-5p,0.258,-1.766,0.0,0.094,0.007,0.094,0.338,-1.764,0.017,-0.15,0.289,0.274,0.078,0.0,0.072,0.088,1.837,0.008,0.069,0.0,0.094,0.626,0.211,3.388,-0.002,0.044,0.001,-0.056,0.246,-0.027,-0.087,0.915,0.053,0.067,-0.185,0.02,-0.035,-0.224,-10.64,0.002,-0.144,-0.008,-0.123,-2.34,0.276,2.299,0.001,0.046,-0.003,0.071,0.084,-1.609,0.156,1.87,0.464,-0.046,0.087,0.025,0.022,-0.075,1.081,-0.003,-0.059,0.004,-0.071,-0.093
pab-miR162a,0.302,-12.52,-0.002,0.127,0.01,0.241,0.075,0.433,0.085,-0.679,-0.196,0.064,-1.357,0.002,0.114,0.186,5.647,0.016,0.099,0.021,0.263,1.356,0.096,-0.261,-0.001,-0.102,0.0,-0.091,-0.05,-0.886,0.003,7.146,-0.409,-0.099,-0.57,-0.005,-0.088,-0.065,3.015,0.0,-0.089,-0.022,-0.111,0.224,0.015,3.525,-0.003,-0.05,-0.006,-0.062,0.046,-2.422,-0.078,6.455,1.896,-0.046,-0.104,-0.018,-0.077,-0.192,-3.102,-0.01,-0.127,-0.062,-0.235,-1.241
mtr-miR2589,0.06,-3.72,0.003,0.1,0.003,0.075,0.17,-3.632,-0.016,-0.715,-0.624,0.15,-0.429,-0.001,0.17,0.034,-2.793,0.002,0.007,-0.001,0.06,-0.297,-0.095,-10.35,0.004,-0.066,-0.005,0.013,0.013,1.995,-0.015,0.011,2.073,-0.053,-2.45,-0.018,0.045,-0.329,-9.936,-0.008,-0.285,-0.026,-0.232,-2.488,-0.028,-13.985,-0.001,0.028,-0.003,0.0,0.014,-0.788,-0.112,-1.061,2.089,-0.056,-2.343,-0.019,-0.008,-0.135,-2.316,-0.003,-0.132,-0.011,-0.067,-0.761
lja-miR11070-5p,0.045,1.745,0.001,0.308,0.008,0.381,0.087,-0.122,0.021,-0.149,-0.792,0.111,0.656,-0.001,0.232,0.094,1.737,0.012,0.09,0.0,0.073,0.544,-0.007,-13.504,-0.001,0.015,0.001,-0.074,-0.147,-2.816,-0.01,-0.886,0.532,-0.007,-2.657,-0.011,-0.188,-0.212,-6.394,0.003,-0.202,-0.025,-0.14,-1.573,0.0,0.946,0.0,-0.184,-0.005,-0.322,-0.024,-1.676,-0.078,0.902,1.735,-0.075,-0.557,0.024,-0.263,-0.144,0.497,-0.007,-0.144,-0.003,-0.114,-0.451
smo-miR1094c,0.127,-5.673,-0.004,0.094,0.007,0.111,0.194,-2.411,-0.163,-1.258,0.033,0.147,-0.909,-0.002,0.058,-0.019,-7.207,0.008,-0.053,0.001,0.053,-1.029,0.044,3.911,-0.004,-0.032,0.002,-0.012,-0.073,-1.338,0.04,-0.933,-1.226,-0.123,0.804,-0.002,-0.05,0.019,11.378,0.004,0.043,-0.006,-0.058,1.614,0.046,-0.357,-0.001,-0.056,0.002,-0.012,-0.084,1.637,0.062,-2.019,-1.123,-0.09,0.187,-0.005,0.006,0.065,9.962,0.005,0.062,0.009,0.053,1.569
aof-miR12164,0.275,-5.623,-0.003,0.25,0.009,0.3,0.025,-0.641,0.013,-1.35,0.234,0.05,-0.244,0.002,0.06,0.232,2.783,0.016,0.139,0.02,0.26,1.131,-0.026,-10.558,-0.003,-0.053,0.001,0.0,-0.079,0.089,-0.113,1.579,-1.237,-0.053,-1.376,0.029,-0.095,-0.011,5.139,0.002,-0.031,0.009,-0.063,0.707,-0.194,-0.622,-0.004,-0.278,-0.009,-0.222,0.028,-2.048,-0.145,-0.111,1.785,-0.056,-0.704,0.019,-0.044,-0.259,-4.049,-0.015,-0.199,-0.023,-0.311,-1.354
sly-miR169f,0.18,-6.563,0.002,0.042,0.006,0.199,-0.006,-2.13,0.017,-1.283,-0.749,0.169,-0.212,0.0,0.141,0.193,5.842,0.009,0.162,-0.005,0.205,1.436,-0.067,0.428,-0.004,-0.123,-0.001,-0.167,0.105,1.788,0.097,0.292,0.046,0.012,0.075,0.012,-0.032,0.033,7.574,0.0,-0.033,0.025,-0.058,1.175,-0.13,14.805,0.001,-0.071,0.0,-0.164,0.183,0.692,0.082,0.514,-1.082,-0.046,1.886,0.013,0.053,-0.022,13.147,-0.002,-0.053,0.026,-0.115,1.686
ptc-miR474b,0.43,5.756,-0.004,0.033,0.007,0.248,0.355,1.311,-0.054,-0.095,-0.001,0.289,1.695,0.0,0.242,0.36,11.9,0.011,0.27,0.013,0.269,2.791,0.294,-19.927,-0.001,-0.013,-0.003,-0.251,0.182,-2.638,-0.153,-1.115,1.536,-0.078,-3.693,-0.018,-0.223,-0.266,-14.075,0.001,-0.242,-0.029,-0.147,-2.865,0.145,-7.27,0.004,-0.014,-0.003,-0.25,0.191,-3.294,0.126,-0.236,0.582,-0.132,-1.841,-0.001,-0.184,-0.267,-13.186,-0.002,-0.192,-0.033,-0.155,-2.736
ppt-miR1035,0.355,0.281,0.008,0.199,0.01,0.316,0.222,-1.931,0.038,-0.665,-0.116,0.216,1.024,0.001,0.075,0.327,11.347,0.016,0.25,0.008,0.263,2.634,0.096,-7.619,-0.006,-0.012,0.002,-0.056,0.132,-0.94,-0.041,-1.404,-0.29,0.135,-0.761,-0.023,-0.07,0.018,-8.018,0.004,0.004,-0.022,-0.056,-0.95,0.102,-15.087,-0.01,-0.09,-0.001,-0.118,0.232,-1.844,-0.302,6.241,-1.7,0.102,-3.032,-0.034,-0.074,-0.291,-23.33,0.0,-0.288,-0.053,-0.235,-4.17
osa-miR5145,0.039,-1.205,-0.001,0.157,0.009,0.39,0.074,0.492,-0.051,-0.25,-0.138,0.277,0.616,0.0,0.277,0.231,5.649,0.01,0.181,0.005,0.182,1.497,-0.054,-2.783,-0.004,-0.039,-0.003,0.028,-0.017,-1.118,-0.18,2.405,-0.605,-0.043,-0.799,-0.01,-0.043,-0.135,-7.582,-0.004,-0.111,-0.01,-0.095,-1.489,-0.057,-9.124,0.002,-0.073,-0.006,-0.17,-0.007,0.697,0.101,-3.575,-2.754,-0.057,-1.866,-0.003,-0.145,-0.223,-12.796,-0.01,-0.189,0.007,-0.15,-2.505
osa-miR5160,0.1,-16.69,0.001,0.05,0.008,0.25,0.078,-1.079,-0.086,-0.243,0.225,0.2,-1.67,0.0,0.15,0.141,0.808,0.009,0.088,0.009,0.175,0.668,-0.026,18.783,-0.001,-0.053,0.001,0.105,-0.016,0.17,0.113,1.966,0.105,0.053,2.274,-0.004,-0.026,-0.046,5.583,-0.002,-0.004,0.001,-0.092,0.631,-0.056,-13.359,0.001,-0.056,-0.003,0.167,-0.017,-0.237,-0.08,1.381,0.37,0.111,-1.827,-0.021,0.056,-0.107,-4.293,-0.008,-0.081,-0.004,0.0,-0.919
bdi-miR7731-5p,0.322,-0.556,0.0,0.157,0.013,0.364,0.132,-0.437,-0.13,-0.403,0.167,0.182,0.567,0.0,0.103,0.235,3.991,0.02,0.163,0.009,0.198,1.416,0.004,-3.547,-0.003,-0.19,0.005,0.0,-0.071,-0.44,0.022,-0.522,-1.126,-0.071,-0.725,-0.006,0.061,-0.119,1.615,0.005,-0.076,-0.005,-0.091,-0.329,-0.145,6.154,0.001,-0.195,-0.002,-0.2,-0.125,-1.609,-0.06,-2.952,-2.446,-0.075,0.806,-0.009,0.014,-0.037,-0.056,-0.005,-0.011,0.005,-0.073,0.087
ppt-miR902j-3p,0.133,-12.972,-0.001,0.042,0.007,0.252,0.022,-0.909,-0.095,-0.238,0.189,0.111,-1.642,0.002,0.119,0.002,-2.023,0.011,-0.018,-0.001,0.028,-0.282,-0.035,-29.403,0.0,-0.012,0.003,0.029,0.003,-0.36,0.017,-1.389,-0.178,0.006,-4.785,-0.02,-0.123,-0.286,-14.857,0.004,-0.269,-0.018,-0.202,-2.86,0.003,-4.852,-0.001,0.105,0.0,-0.102,0.062,-0.688,-0.198,2.409,0.154,-0.053,-0.254,-0.03,-0.071,0.038,-3.229,0.002,0.049,-0.013,0.022,-0.229
mtr-miR2086-3p,0.125,-8.951,-0.003,0.058,0.002,0.127,0.042,-0.434,-0.201,-0.432,0.036,0.058,-1.192,-0.003,0.064,0.021,-6.499,0.004,-0.016,-0.002,0.036,-0.76,-0.213,-30.657,0.001,-0.088,-0.003,-0.178,-0.123,-0.704,0.067,-0.406,0.275,-0.105,-4.733,-0.027,-0.211,-0.22,-9.127,-0.004,-0.233,-0.023,-0.135,-1.989,-0.18,-23.981,-0.003,-0.074,-0.004,-0.344,-0.13,-3.737,-0.052,-1.359,2.625,-0.053,-3.556,-0.045,-0.164,-0.197,-14.701,-0.008,-0.147,-0.043,-0.09,-2.701
osa-miR7694-5p,-0.004,1.391,-0.003,0.227,0.0,0.087,0.085,-0.684,0.006,-0.205,-0.152,0.066,0.544,-0.002,0.14,0.097,3.106,0.0,0.068,0.001,0.079,0.728,-0.167,-13.744,0.004,-0.024,-0.011,-0.245,-0.006,-1.634,-0.019,-0.738,1.48,-0.121,-2.644,-0.011,-0.091,-0.266,-13.887,-0.018,-0.228,-0.028,-0.162,-2.821,0.025,-11.608,-0.002,-0.075,-0.003,-0.107,0.243,1.389,-0.047,-1.775,2.414,0.073,-2.24,-0.006,-0.145,-0.197,-13.386,-0.004,-0.158,-0.016,-0.084,-2.507
gma-miR4401a,0.248,1.89,0.005,0.066,0.01,0.306,0.165,-2.433,-0.028,-0.36,-0.412,0.295,0.87,0.0,0.112,0.186,4.899,0.013,0.154,0.0,0.14,1.308,-0.041,-1.28,-0.003,-0.009,0.007,0.136,-0.113,1.256,-0.328,-2.621,-1.006,0.024,-0.509,-0.002,-0.121,-0.133,-10.427,0.008,-0.117,0.002,-0.147,-1.721,-0.075,-5.357,-0.002,0.091,0.003,0.057,0.132,-0.31,-0.094,-1.559,-0.95,-0.075,-1.037,0.021,-0.027,-0.084,-8.14,0.005,-0.093,0.006,-0.055,-1.229
osa-miR5517,0.066,-3.022,0.002,0.091,-0.001,0.0,0.036,-3.556,0.045,-2.244,-0.638,0.116,0.172,-0.001,0.144,0.191,-1.112,-0.002,0.157,-0.001,0.313,0.48,-0.096,-5.854,-0.002,0.07,-0.001,0.0,-0.135,0.55,0.021,0.269,-0.359,0.012,-0.114,-0.009,0.015,0.142,16.745,-0.002,0.146,0.009,0.17,2.623,-0.015,17.17,-0.002,0.105,0.0,0.0,-0.084,0.67,-0.001,0.35,-0.355,0.012,3.041,-0.012,-0.043,0.181,12.616,0.001,0.172,0.021,0.124,2.387
vca-miR391-3p,0.061,-9.768,-0.001,-0.033,0.008,0.208,0.0,-1.736,0.004,-2.047,-0.934,0.139,-1.147,0.001,0.169,0.048,-4.66,0.009,0.027,-0.002,0.127,-0.529,-0.035,4.775,-0.003,-0.099,0.005,0.094,-0.111,-2.801,-0.01,5.43,-0.027,0.091,0.541,-0.002,-0.044,-0.04,3.792,0.005,-0.037,-0.026,-0.123,0.333,-0.025,23.155,-0.001,0.13,0.008,0.201,0.056,2.993,0.031,9.087,-0.732,0.121,3.519,0.01,0.012,0.081,13.61,0.012,0.108,0.0,-0.012,2.095
hvu-miR5049a,0.349,2.843,-0.001,0.18,0.008,0.241,0.194,0.055,-0.145,-0.072,0.395,0.089,1.018,0.002,0.247,0.217,4.457,0.012,0.166,0.013,0.18,1.336,0.202,-15.273,-0.002,0.003,0.001,-0.135,0.038,-1.79,-0.107,-1.105,1.75,-0.073,-2.868,-0.018,0.038,-0.252,-15.842,0.004,-0.213,-0.028,-0.123,-3.14,0.096,-5.957,0.005,-0.037,0.001,-0.142,0.341,-3.189,0.199,-0.368,2.244,0.211,-1.396,0.009,0.099,-0.164,-10.573,-0.002,-0.104,-0.033,-0.031,-2.068
sly-miR9474-5p,0.2,-3.913,0.002,0.04,0.002,0.14,0.01,-1.172,0.099,-0.253,-0.027,0.05,-0.232,-0.002,0.04,0.085,2.076,0.005,0.057,0.0,0.05,0.689,-0.105,-2.052,0.0,-0.011,-0.001,-0.042,-0.179,0.329,0.037,-2.445,-0.911,-0.132,-0.102,0.001,-0.042,0.055,1.158,-0.003,0.025,0.006,0.026,0.428,-0.056,26.058,0.001,-0.011,0.0,-0.133,0.072,0.84,0.047,-1.492,-0.467,-0.056,4.049,0.005,0.067,0.256,11.775,0.0,0.204,0.021,0.139,2.662
nta-miR6160,0.215,8.328,-0.002,0.14,0.001,0.037,0.215,-1.307,-0.072,-0.091,-0.015,0.157,2.283,-0.001,0.273,0.357,6.684,0.003,0.319,0.003,0.339,2.141,-0.08,11.305,0.002,-0.026,-0.002,-0.195,0.082,1.141,0.02,1.762,0.883,0.069,2.056,0.005,0.048,0.174,13.126,-0.003,0.143,0.014,0.11,2.222,-0.205,5.888,0.002,0.023,0.0,-0.1,-0.118,-0.263,0.005,1.5,-0.226,0.0,1.286,-0.002,-0.15,0.108,13.718,0.0,0.074,0.019,0.016,2.273
ppe-miR6274b-5p,0.141,5.91,0.004,0.086,0.006,0.105,0.216,-0.913,-0.098,-0.501,-0.13,0.244,1.463,0.001,0.036,0.167,2.958,0.007,0.152,0.013,0.169,1.059,-0.018,10.494,0.002,-0.02,0.0,-0.111,0.082,-1.028,-0.17,-2.804,-0.92,-0.012,1.732,0.001,-0.018,0.045,-5.166,-0.001,0.073,0.004,0.012,-0.353,0.099,7.437,-0.006,-0.022,0.002,-0.059,0.167,1.771,0.066,-1.613,-0.103,-0.062,0.706,0.01,-0.019,0.002,5.063,0.006,-0.025,0.016,-0.046,0.793
osa-miR6252,0.179,-5.668,0.002,0.039,0.006,0.354,0.145,-1.029,-0.187,-0.46,0.438,0.265,0.032,0.002,0.222,0.226,2.311,0.01,0.175,0.01,0.229,1.091,0.088,4.949,-0.003,-0.01,0.001,0.171,0.071,0.216,0.154,-0.617,0.344,0.0,0.575,0.004,0.033,-0.037,0.752,0.004,-0.014,-0.002,-0.06,-0.041,0.145,-11.021,0.0,-0.005,0.004,0.128,-0.02,1.332,-0.137,-2.667,2.789,0.09,-2.136,-0.006,-0.018,-0.205,-15.059,0.006,-0.156,-0.019,-0.075,-2.779
gra-miR7484n,0.14,-9.644,0.0,0.095,0.008,0.186,0.066,-0.416,0.137,-0.523,-0.137,0.091,-1.059,0.001,0.066,0.083,6.112,0.01,0.038,0.003,0.05,1.082,-0.074,5.912,-0.003,0.004,-0.005,-0.201,-0.019,-1.126,-0.23,0.933,-0.016,-0.143,0.352,0.024,-0.121,-0.206,-9.43,-0.008,-0.118,-0.004,-0.139,-1.965,-0.059,-0.681,0.0,-0.045,-0.004,-0.193,-0.12,-0.263,-0.175,-2.357,-0.722,-0.15,-0.238,0.02,-0.061,-0.054,-12.151,-0.004,-0.035,-0.001,-0.014,-1.69
ppt-miR11330,0.363,0.334,-0.001,0.042,0.004,0.144,0.391,1.024,-0.022,0.091,0.607,0.18,0.895,0.001,0.274,0.256,7.611,0.007,0.199,0.013,0.222,1.887,0.272,8.31,0.002,-0.012,0.001,-0.015,0.272,0.033,0.012,-2.553,-1.496,-0.047,1.21,-0.002,0.067,0.055,1.041,0.003,0.059,0.007,0.012,0.591,0.229,10.524,0.0,-0.012,0.001,-0.043,0.331,0.953,0.128,-1.743,-1.613,-0.087,1.586,0.004,-0.019,0.111,8.22,0.004,0.066,0.016,-0.012,1.723
ahy-miR3509-3p,0.078,-13.056,0.001,0.07,0.007,0.228,0.025,-0.948,0.028,-0.32,0.042,0.12,-1.433,-0.002,0.06,0.057,1.521,0.01,0.031,-0.002,0.1,0.424,-0.076,3.983,0.002,-0.055,-0.003,-0.024,-0.092,-1.723,-0.009,-0.979,0.114,0.0,0.368,-0.017,-0.042,-0.066,-10.513,-0.006,-0.039,-0.02,-0.066,-1.617,-0.025,-1.236,-0.002,0.028,-0.004,-0.081,-0.056,1.261,-0.036,-3.589,-0.25,-0.133,-0.252,-0.008,-0.044,-0.008,-6.982,-0.006,-0.008,-0.005,-0.028,-0.846
lja-miR395-3p,0.091,-7.79,-0.003,0.107,0.009,0.426,0.091,1.455,-0.099,-0.566,0.593,0.202,-0.628,0.001,0.322,0.093,-0.201,0.012,0.055,0.009,0.087,0.271,-0.143,14.525,0.002,0.03,0.002,0.113,-0.048,0.03,-0.083,2.177,-0.263,0.091,2.084,-0.003,0.1,-0.031,-0.044,0.003,0.018,0.002,-0.05,-0.095,-0.15,-1.352,0.002,-0.018,0.0,-0.118,-0.15,-0.361,-0.074,0.959,-1.3,0.018,0.083,-0.02,-0.007,0.002,-5.048,-0.001,0.032,-0.014,0.0,-0.573
gra-miR8734,0.066,-6.04,0.005,0.087,0.005,0.178,0.045,-3.049,0.014,-0.421,-0.045,0.095,-0.581,0.0,0.124,0.061,1.557,0.007,0.043,-0.001,0.103,0.437,-0.048,5.467,-0.002,-0.1,0.001,-0.006,-0.143,2.836,0.167,-0.608,0.45,-0.061,0.673,0.006,-0.108,-0.079,-1.871,0.002,-0.041,0.001,-0.177,-0.651,-0.05,-19.751,-0.001,-0.084,-0.002,-0.107,0.0,0.587,-0.054,-2.334,0.787,0.018,-3.146,-0.012,-0.064,-0.175,-18.884,0.001,-0.184,-0.011,-0.095,-3.245
ppt-miR1070,0.407,-3.073,-0.002,0.058,0.011,0.31,0.26,0.004,-0.023,-0.59,-0.189,0.208,-0.042,0.002,0.161,0.165,4.752,0.015,0.105,0.016,0.18,1.206,0.208,-1.191,-0.001,-0.088,0.0,-0.067,0.111,-0.884,-0.193,0.012,-0.341,-0.114,-0.792,0.028,-0.088,-0.223,-14.929,0.001,-0.172,0.001,-0.123,-2.777,0.102,4.825,0.0,-0.034,-0.006,-0.084,0.006,-1.138,0.127,-0.006,0.186,-0.18,0.786,0.042,-0.108,0.044,11.407,-0.005,0.059,0.01,0.009,1.705
gma-miR1520h,0.155,-7.819,0.004,0.066,0.003,0.124,0.124,-2.972,-0.095,-0.597,-0.131,0.066,-0.9,-0.002,0.079,0.032,-1.967,0.006,0.015,-0.005,0.041,-0.131,-0.134,14.238,-0.001,-0.19,-0.002,-0.102,-0.203,1.185,0.107,-2.565,-0.738,-0.121,1.942,-0.002,-0.061,-0.012,-1.061,-0.004,0.029,-0.002,-0.104,0.009,-0.191,-9.842,-0.001,-0.073,-0.003,-0.1,-0.184,0.018,-0.126,-2.886,-1.451,-0.127,-1.2,0.028,-0.045,0.003,-0.417,-0.005,0.005,0.028,0.032,0.104
ptc-miR7841,0.247,1.092,-0.001,0.058,0.004,0.186,0.36,0.217,-0.036,-0.717,1.619,0.144,0.883,0.0,0.355,0.286,7.024,0.006,0.213,0.014,0.263,1.863,0.094,-9.597,0.0,-0.105,0.001,-0.009,0.287,-0.328,-0.013,-0.371,-0.381,-0.07,-1.354,-0.008,0.184,-0.002,1.712,0.003,-0.053,0.012,0.012,0.144,0.099,20.281,0.0,0.006,0.005,0.068,0.263,0.863,-0.08,-2.455,-2.044,-0.074,3.621,-0.003,0.229,0.241,13.403,0.008,0.223,0.021,0.084,2.799
lja-miR7543,0.111,-4.595,0.0,0.074,0.003,0.056,0.167,-1.808,0.211,-0.204,-0.074,0.13,-0.281,-0.002,0.056,0.074,6.517,0.003,0.058,0.001,0.056,1.226,-0.078,-18.724,-0.006,-0.039,-0.002,-0.176,0.059,1.93,-0.084,-0.386,0.589,-0.108,-3.179,-0.003,-0.118,-0.2,-9.641,-0.003,-0.195,-0.002,-0.118,-1.981,0.0,-23.35,0.001,-0.042,0.0,-0.063,-0.063,-0.038,-0.31,-1.135,0.964,0.073,-3.347,-0.042,-0.062,-0.11,-24.592,0.004,-0.106,-0.03,0.0,-3.735
atr-miR828,0.062,-8.495,-0.001,0.05,0.007,0.2,0.145,-0.995,-0.027,-0.74,-0.086,0.225,-0.886,-0.003,0.075,0.104,0.329,0.007,0.045,-0.001,0.1,0.411,-0.216,-17.031,-0.004,-0.105,-0.001,-0.005,-0.021,-0.55,-0.049,0.874,-0.271,0.079,-3.042,0.022,-0.063,-0.274,-15.161,-0.004,-0.245,-0.001,-0.168,-3.062,0.031,-12.156,0.001,-0.056,0.0,0.103,0.017,-0.665,-0.183,-4.906,-1.797,0.114,-2.182,0.026,-0.011,-0.229,-14.172,0.0,-0.161,-0.003,-0.122,-2.804
aly-miR472-3p,0.11,4.588,-0.001,0.243,0.007,0.09,0.263,-1.264,0.125,-0.875,0.02,0.362,1.759,0.001,0.04,0.432,13.806,0.006,0.328,0.015,0.403,3.359,0.011,-2.673,0.0,-0.113,0.002,-0.063,0.103,2.125,0.082,-0.947,-1.897,0.197,-0.227,0.003,-0.011,0.062,0.986,0.001,0.034,0.008,0.055,0.371,-0.044,1.768,0.0,-0.064,0.004,-0.067,0.203,0.068,-0.068,-1.194,-1.938,0.236,0.23,0.004,-0.011,-0.012,4.749,0.005,-0.019,0.01,0.003,0.7
mtr-miR2626,0.114,0.736,0.005,0.061,0.005,0.241,0.13,0.027,0.043,-0.623,0.489,0.288,1.028,0.002,0.291,0.338,9.871,0.006,0.246,0.019,0.313,2.407,-0.082,-2.212,0.004,0.02,-0.003,-0.067,-0.251,2.902,-0.125,-1.673,-1.175,-0.029,-0.245,0.005,-0.082,0.021,0.169,-0.004,0.01,0.013,0.0,0.217,-0.028,-7.989,0.001,0.093,-0.008,-0.294,-0.071,0.96,-0.167,0.034,-0.986,-0.266,-1.714,0.037,-0.214,-0.232,-10.43,-0.01,-0.181,0.019,-0.111,-2.079
osa-miR5803,0.066,-11.911,0.002,0.182,0.0,0.091,0.103,-4.343,0.015,-1.531,-0.041,0.112,-1.487,-0.001,0.087,0.004,-2.261,0.0,-0.022,-0.008,0.037,-0.282,-0.074,-11.083,-0.005,0.1,0.0,-0.048,0.061,1.252,-0.036,-0.924,0.452,-0.026,-1.58,-0.021,-0.004,-0.067,-8.353,0.0,-0.073,-0.011,-0.095,-1.287,-0.105,-0.87,-0.003,0.082,0.001,0.0,-0.086,-1.376,-0.005,-0.418,0.0,-0.077,0.093,0.003,0.045,0.0,-1.434,0.001,0.016,-0.011,-0.045,-0.129
gra-miR8771f,0.075,5.75,-0.001,0.141,0.005,0.19,0.224,-0.484,0.07,-0.46,-0.15,0.302,1.397,0.001,0.141,0.18,10.487,0.006,0.149,0.008,0.134,2.053,-0.171,-3.049,-0.001,-0.052,-0.009,-0.152,-0.119,-0.413,0.065,1.426,0.592,-0.15,-0.856,0.001,-0.083,-0.153,3.377,-0.012,-0.156,0.007,-0.171,0.024,-0.075,-0.571,0.001,-0.003,-0.01,-0.113,-0.293,0.557,0.078,1.596,0.55,-0.368,0.043,0.014,-0.048,0.07,12.168,-0.013,0.003,0.026,0.005,1.865
sly-miR9476-5p,0.061,2.468,0.002,0.119,0.01,0.191,0.177,-0.284,0.407,-0.26,0.135,0.31,0.979,0.002,0.061,0.298,18.169,0.009,0.186,0.013,0.18,3.479,-0.047,2.141,0.001,-0.067,-0.001,-0.02,0.085,0.757,0.256,0.76,0.56,0.164,0.666,0.013,-0.047,0.246,19.679,-0.006,0.118,0.021,0.12,3.553,-0.037,17.715,0.0,0.046,-0.008,-0.115,0.099,1.23,0.191,1.656,0.345,0.176,3.968,0.024,-0.05,0.557,35.979,-0.013,0.426,0.036,0.303,6.821
ghr-miR7499,0.273,1.082,0.001,0.058,0.008,0.157,0.157,0.359,-0.261,-0.494,-0.182,0.182,0.991,0.001,0.231,0.323,2.845,0.009,0.26,0.024,0.43,1.527,0.071,-1.695,0.005,-0.035,-0.005,-0.271,-0.154,-0.361,0.095,-0.703,0.765,-0.288,-0.013,0.002,-0.043,0.058,-1.176,-0.004,0.053,0.001,0.069,0.01,0.0,-12.237,-0.003,-0.036,-0.004,-0.241,-0.195,-1.612,-0.035,-1.864,2.521,-0.255,-2.502,-0.012,-0.145,-0.334,-21.686,-0.002,-0.233,-0.041,-0.227,-4.239
aly-miR168b-3p,0.224,-4.168,0.0,0.199,0.007,0.177,0.141,-1.582,-0.131,-0.241,0.295,0.147,-0.22,-0.001,0.058,0.134,-1.744,0.011,0.097,0.007,0.188,0.144,-0.096,-5.602,-0.004,-0.003,-0.001,-0.202,0.094,0.581,-0.141,0.158,0.094,0.044,-0.513,0.012,-0.105,0.06,4.963,0.0,0.031,0.026,0.076,0.852,-0.043,1.357,-0.003,0.09,0.001,-0.167,0.031,-0.481,0.029,-0.533,0.094,0.046,0.979,-0.013,-0.093,0.213,11.92,0.007,0.179,0.011,0.127,2.482
osa-miR5804,0.127,-27.463,-0.002,0.161,0.002,0.147,-0.069,-1.298,-0.063,-1.485,-0.557,0.036,-3.36,0.001,-0.03,0.072,-3.904,0.005,0.015,0.004,0.147,-0.33,-0.088,0.703,0.0,-0.032,0.0,-0.047,-0.088,1.15,-0.025,-1.684,0.808,-0.073,-0.124,0.004,-0.047,-0.059,-0.715,-0.001,-0.064,0.001,-0.056,-0.251,-0.093,-9.832,-0.001,0.046,0.0,-0.028,0.068,1.06,0.062,-1.139,0.556,-0.077,-1.417,-0.018,0.111,-0.09,-2.664,0.001,-0.075,-0.013,-0.046,-0.561
cre-miR9897-5p,0.075,-6.15,0.001,0.14,0.002,0.175,0.17,-0.964,-0.004,-1.05,0.091,0.035,-0.695,0.001,0.263,0.058,-0.687,0.003,0.025,0.001,0.092,0.085,-0.063,10.474,0.002,-0.095,0.0,-0.055,-0.137,0.08,-0.047,2.211,-1.946,-0.016,1.382,-0.005,-0.092,-0.042,3.101,0.001,-0.02,0.005,-0.084,0.381,-0.067,0.963,-0.004,-0.056,0.0,-0.058,-0.033,-1.505,-0.019,1.944,-1.29,-0.017,0.36,0.029,-0.097,0.043,8.764,0.002,0.034,0.022,-0.028,1.48
